latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
Bachelor,Computer Science,0,36172,New York,1
PhD,Business Administration,0,72080,New York,1
Bachelor,Computer Science,0,119097,Chicago,1
PhD,Computer Science,1,50281,Houston,1
PhD,Computer Science,1,58671,San Francisco,0
Master,Electrical Engineering,1,81431,Chicago,1
Bachelor,Business Administration,1,58602,Chicago,0
PhD,Computer Science,0,118789,San Francisco,0
Master,Electrical Engineering,0,81399,San Francisco,1
PhD,Computer Science,0,53472,Los Angeles,1
PhD,Electrical Engineering,0,79230,Houston,1
PhD,Computer Science,1,103616,San Francisco,1
PhD,Computer Science,1,37099,New York,1
PhD,Electrical Engineering,0,55431,Los Angeles,0
PhD,Electrical Engineering,1,86492,Houston,1
Master,Business Administration,0,77684,New York,1
PhD,Business Administration,1,60111,New York,0
Bachelor,Electrical Engineering,1,93936,Houston,1
Master,Business Administration,1,52614,Los Angeles,1
Bachelor,Electrical Engineering,1,71991,New York,1
PhD,Business Administration,1,100476,Chicago,0
Bachelor,Computer Science,1,90920,Houston,1
PhD,Business Administration,0,93530,Houston,1
PhD,Computer Science,1,66224,San Francisco,1
Master,Computer Science,0,37788,Los Angeles,1
Master,Business Administration,0,58082,Chicago,0
PhD,Electrical Engineering,0,119570,Chicago,1
Master,Computer Science,0,106816,San Francisco,0
Bachelor,Computer Science,0,113588,New York,1
Master,Business Administration,0,46531,New York,1
Master,Electrical Engineering,1,118340,Chicago,1
Bachelor,Electrical Engineering,1,74857,Los Angeles,0
Master,Business Administration,1,40142,New York,1
PhD,Electrical Engineering,0,78355,Houston,1
Bachelor,Business Administration,0,39866,San Francisco,0
PhD,Business Administration,0,100067,Los Angeles,1
Bachelor,Business Administration,1,94027,New York,1
PhD,Computer Science,1,87906,Chicago,1
PhD,Computer Science,1,58138,San Francisco,1
Master,Computer Science,0,59956,New York,0
PhD,Business Administration,0,106295,Chicago,0
Master,Computer Science,0,35439,New York,0
Bachelor,Computer Science,1,77241,San Francisco,1
PhD,Computer Science,0,72533,Houston,1
PhD,Business Administration,0,58270,Houston,1
Bachelor,Business Administration,0,108815,Chicago,1
Bachelor,Business Administration,0,69279,Houston,0
PhD,Computer Science,1,53888,San Francisco,1
Bachelor,Electrical Engineering,1,47630,Chicago,0
Master,Computer Science,0,91063,New York,1
Bachelor,Computer Science,0,65144,Los Angeles,1
Bachelor,Business Administration,1,82161,New York,0
PhD,Business Administration,1,107360,San Francisco,1
Master,Computer Science,0,80979,Chicago,0
Bachelor,Computer Science,1,36979,New York,0
Master,Electrical Engineering,1,56189,Chicago,1
Master,Electrical Engineering,0,72600,Houston,0
Master,Business Administration,1,89560,Los Angeles,0
PhD,Electrical Engineering,1,108040,San Francisco,1
Bachelor,Electrical Engineering,1,91558,New York,0
PhD,Business Administration,1,116205,Los Angeles,0
Bachelor,Electrical Engineering,0,36910,San Francisco,1
Bachelor,Computer Science,1,87713,San Francisco,0
PhD,Electrical Engineering,1,76857,Houston,1
Master,Business Administration,0,64964,Chicago,0
Master,Computer Science,1,115667,Chicago,1
Bachelor,Electrical Engineering,0,55227,Los Angeles,1
PhD,Computer Science,0,35978,Houston,1
Master,Computer Science,1,117527,San Francisco,1
Master,Electrical Engineering,1,47153,Houston,1
Bachelor,Electrical Engineering,1,89765,Houston,0
Bachelor,Business Administration,1,69071,Los Angeles,1
PhD,Business Administration,1,99519,Chicago,1
Bachelor,Computer Science,0,39503,Houston,0
Master,Business Administration,1,90703,Houston,1
Master,Computer Science,0,94379,Houston,0
Master,Computer Science,1,87866,New York,0
Master,Business Administration,0,46905,Houston,1
PhD,Business Administration,1,75838,Houston,0
PhD,Business Administration,1,88279,San Francisco,0
Bachelor,Electrical Engineering,1,119489,New York,0
Bachelor,Computer Science,1,56806,Houston,1
Bachelor,Computer Science,1,75000,Houston,0
PhD,Computer Science,0,52168,Los Angeles,1
Master,Business Administration,1,100119,Los Angeles,1
Bachelor,Business Administration,1,68714,New York,0
Master,Business Administration,1,84093,San Francisco,1
Bachelor,Business Administration,0,85419,New York,0
Bachelor,Business Administration,1,79145,New York,0
Bachelor,Electrical Engineering,0,107425,Los Angeles,1
Bachelor,Business Administration,1,107811,Los Angeles,1
Bachelor,Computer Science,0,32461,San Francisco,1
Master,Business Administration,1,44291,Houston,0
Bachelor,Computer Science,1,76804,San Francisco,0
Master,Business Administration,0,106971,Houston,0
PhD,Business Administration,1,94946,Chicago,1
Bachelor,Computer Science,0,114080,Los Angeles,0
Master,Computer Science,1,91332,Chicago,0
PhD,Computer Science,1,107794,Chicago,0
PhD,Computer Science,0,60841,Los Angeles,0
PhD,Electrical Engineering,1,78758,Chicago,1
Master,Computer Science,0,106272,New York,0
Bachelor,Business Administration,0,67643,Houston,1
Bachelor,Business Administration,1,80408,San Francisco,0
Master,Electrical Engineering,1,73950,Los Angeles,0
Bachelor,Computer Science,1,86849,New York,0
Master,Business Administration,0,58044,San Francisco,1
Bachelor,Electrical Engineering,0,45997,San Francisco,1
PhD,Business Administration,1,109751,San Francisco,1
Bachelor,Electrical Engineering,0,53911,Chicago,0
Master,Electrical Engineering,0,85533,Chicago,0
Master,Computer Science,0,112566,Chicago,1
PhD,Electrical Engineering,0,44571,Chicago,0
Master,Business Administration,1,87941,New York,0
Bachelor,Business Administration,1,88005,Chicago,1
Bachelor,Computer Science,1,116250,Los Angeles,0
PhD,Computer Science,0,88712,San Francisco,0
Master,Electrical Engineering,0,73541,New York,0
PhD,Computer Science,0,53387,Chicago,1
Bachelor,Business Administration,0,78908,San Francisco,0
PhD,Business Administration,1,115457,New York,1
Master,Computer Science,0,43057,San Francisco,0
PhD,Computer Science,0,94028,New York,1
Master,Computer Science,1,85731,Houston,1
Master,Electrical Engineering,1,54858,New York,1
Bachelor,Electrical Engineering,1,78689,Chicago,1
Bachelor,Business Administration,0,74638,San Francisco,0
Bachelor,Electrical Engineering,0,76486,San Francisco,1
Master,Electrical Engineering,0,50567,San Francisco,0
PhD,Electrical Engineering,0,59739,Los Angeles,0
Master,Electrical Engineering,0,87804,Los Angeles,1
Bachelor,Business Administration,0,33754,Chicago,0
Bachelor,Computer Science,1,57044,Houston,0
PhD,Business Administration,0,97260,Los Angeles,0
Bachelor,Electrical Engineering,1,96912,New York,0
Bachelor,Computer Science,1,38706,Chicago,1
Bachelor,Computer Science,1,38894,Houston,0
PhD,Computer Science,0,48037,New York,0
Master,Business Administration,0,113986,San Francisco,0
Bachelor,Computer Science,1,111942,Los Angeles,0
PhD,Business Administration,0,81612,New York,0
Bachelor,Business Administration,0,59725,Houston,1
PhD,Electrical Engineering,1,35926,Chicago,0
Bachelor,Electrical Engineering,0,39496,New York,1
PhD,Computer Science,0,86447,Chicago,0
Bachelor,Computer Science,0,59806,San Francisco,1
Master,Electrical Engineering,0,118199,Houston,0
Bachelor,Business Administration,1,71321,Houston,0
PhD,Business Administration,1,95095,Los Angeles,1
Bachelor,Electrical Engineering,0,52656,Houston,1
Master,Business Administration,0,85147,New York,1
Bachelor,Electrical Engineering,0,79666,New York,0
PhD,Electrical Engineering,1,112368,New York,1
PhD,Computer Science,0,68787,San Francisco,1
Master,Computer Science,0,92946,Houston,1
PhD,Electrical Engineering,1,51727,Houston,0
Bachelor,Computer Science,0,98056,New York,0
Bachelor,Electrical Engineering,1,33081,Los Angeles,0
Bachelor,Business Administration,0,64196,Los Angeles,1
PhD,Business Administration,1,66735,Houston,0
Bachelor,Business Administration,0,110102,Houston,0
Bachelor,Business Administration,0,109578,Chicago,0
Bachelor,Electrical Engineering,1,55498,Houston,0
Master,Business Administration,1,106865,New York,1
PhD,Business Administration,1,61656,San Francisco,0
PhD,Business Administration,1,97695,Houston,1
PhD,Business Administration,1,67900,Houston,1
Master,Electrical Engineering,0,114899,New York,1
PhD,Business Administration,1,77701,Chicago,1
Master,Computer Science,1,49033,Houston,1
Master,Computer Science,1,40805,Los Angeles,1
PhD,Computer Science,1,65851,Los Angeles,0
Bachelor,Computer Science,0,56832,Los Angeles,1
Bachelor,Computer Science,0,93437,San Francisco,0
PhD,Computer Science,0,43944,San Francisco,1
PhD,Electrical Engineering,0,49873,Houston,0
Master,Computer Science,0,70372,Houston,1
PhD,Business Administration,1,119464,Houston,0
Master,Computer Science,0,45379,San Francisco,0
PhD,Electrical Engineering,0,66751,Houston,1
Bachelor,Computer Science,1,119822,New York,1
Bachelor,Business Administration,1,35110,Chicago,1
PhD,Business Administration,0,84341,Los Angeles,1
Master,Electrical Engineering,0,42087,Los Angeles,0
Bachelor,Electrical Engineering,1,53762,New York,0
Master,Electrical Engineering,0,112617,Houston,1
PhD,Electrical Engineering,1,39596,San Francisco,1
PhD,Computer Science,1,48313,Houston,0
Bachelor,Computer Science,0,96549,Houston,1
PhD,Business Administration,0,53705,Los Angeles,0
Bachelor,Electrical Engineering,0,97364,Los Angeles,1
Master,Electrical Engineering,1,103445,San Francisco,1
Bachelor,Computer Science,1,108645,Los Angeles,0
Bachelor,Electrical Engineering,0,32023,Houston,0
Master,Business Administration,0,89796,New York,1
Bachelor,Business Administration,0,110073,San Francisco,0
Bachelor,Electrical Engineering,1,94429,New York,1
PhD,Business Administration,1,91627,Houston,0
Master,Business Administration,1,63848,San Francisco,1
Bachelor,Computer Science,0,67804,New York,1
Master,Business Administration,1,45379,San Francisco,1
Master,Electrical Engineering,1,89664,Houston,0
Bachelor,Electrical Engineering,0,57766,San Francisco,0
PhD,Business Administration,1,98099,Houston,0
Master,Electrical Engineering,0,66060,San Francisco,0
Bachelor,Computer Science,1,99122,San Francisco,1
Master,Business Administration,0,46087,Los Angeles,0
PhD,Business Administration,0,78868,Houston,0
PhD,Business Administration,1,53225,Chicago,0
PhD,Electrical Engineering,0,36643,San Francisco,1
Bachelor,Electrical Engineering,1,66727,New York,0
Bachelor,Business Administration,0,41005,Los Angeles,0
PhD,Electrical Engineering,0,95697,Los Angeles,1
Bachelor,Electrical Engineering,0,46029,San Francisco,1
PhD,Business Administration,1,44226,Chicago,1
Bachelor,Business Administration,0,93646,Los Angeles,1
PhD,Electrical Engineering,0,90603,Houston,1
Master,Business Administration,1,58731,San Francisco,1
PhD,Business Administration,0,98926,San Francisco,1
PhD,Business Administration,0,35997,Chicago,0
Bachelor,Business Administration,0,85506,Houston,1
Bachelor,Electrical Engineering,0,108229,Houston,1
Bachelor,Business Administration,1,79815,Chicago,1
Bachelor,Computer Science,0,72092,New York,1
Bachelor,Business Administration,0,92539,Houston,1
Bachelor,Computer Science,1,96077,New York,0
Master,Business Administration,0,51817,New York,0
PhD,Computer Science,0,67861,San Francisco,0
PhD,Computer Science,1,43428,San Francisco,0
PhD,Business Administration,1,73934,Los Angeles,0
Master,Business Administration,1,40258,San Francisco,0
PhD,Business Administration,1,87775,Houston,0
Master,Computer Science,0,111580,Houston,1
Master,Electrical Engineering,1,35469,New York,1
Master,Electrical Engineering,0,58854,Houston,1
PhD,Business Administration,1,36256,San Francisco,1
Master,Electrical Engineering,0,106256,San Francisco,1
PhD,Electrical Engineering,1,63937,San Francisco,1
PhD,Business Administration,1,31651,Chicago,0
Bachelor,Computer Science,0,80288,Houston,1
Bachelor,Business Administration,1,114730,Los Angeles,1
Master,Electrical Engineering,1,55051,Houston,1
Master,Computer Science,1,57386,Houston,0
PhD,Electrical Engineering,0,105054,Chicago,0
Master,Computer Science,1,46184,Houston,0
Master,Electrical Engineering,1,63787,New York,1
PhD,Business Administration,0,51621,San Francisco,1
Master,Electrical Engineering,0,105564,San Francisco,1
Master,Electrical Engineering,1,107984,Chicago,0
PhD,Computer Science,0,89792,San Francisco,0
PhD,Electrical Engineering,0,75253,New York,1
Bachelor,Business Administration,0,64051,Chicago,0
PhD,Business Administration,1,79811,Los Angeles,1
Bachelor,Business Administration,1,60447,San Francisco,0
Master,Computer Science,0,113930,Houston,0
PhD,Computer Science,1,60254,New York,0
PhD,Electrical Engineering,0,114045,New York,1
PhD,Electrical Engineering,1,87418,San Francisco,0
Master,Electrical Engineering,0,44472,Los Angeles,1
Bachelor,Computer Science,1,33471,Houston,1
Master,Computer Science,0,38329,Los Angeles,1
Master,Electrical Engineering,1,64865,Los Angeles,0
PhD,Computer Science,1,76850,San Francisco,0
Bachelor,Computer Science,0,84220,Houston,0
Master,Business Administration,1,36397,San Francisco,1
PhD,Business Administration,1,65525,San Francisco,0
Master,Electrical Engineering,1,83072,New York,0
Master,Electrical Engineering,1,113820,San Francisco,1
PhD,Business Administration,1,114530,Chicago,1
PhD,Computer Science,1,53284,Houston,1
Bachelor,Electrical Engineering,1,91330,New York,0
Master,Electrical Engineering,1,113369,Houston,0
PhD,Electrical Engineering,0,55122,New York,1
PhD,Computer Science,1,100553,Chicago,0
Bachelor,Business Administration,0,111906,San Francisco,1
Bachelor,Electrical Engineering,1,92812,New York,0
PhD,Business Administration,0,37999,New York,1
Bachelor,Business Administration,1,52436,New York,0
PhD,Computer Science,0,72963,Chicago,1
Master,Computer Science,0,32096,Houston,1
Bachelor,Computer Science,1,55279,Chicago,1
Master,Computer Science,0,56201,New York,0
Master,Computer Science,1,49715,New York,0
Master,Computer Science,1,59309,San Francisco,0
PhD,Electrical Engineering,0,45078,Chicago,1
Master,Business Administration,1,86614,Chicago,1
Master,Computer Science,0,35105,Los Angeles,1
Master,Electrical Engineering,0,32839,Houston,1
PhD,Business Administration,1,98920,Los Angeles,1
Master,Computer Science,1,73619,Los Angeles,1
Master,Computer Science,1,72821,Houston,1
Bachelor,Electrical Engineering,1,43493,San Francisco,1
PhD,Business Administration,1,47069,San Francisco,1
Master,Computer Science,0,37531,Houston,0
Bachelor,Business Administration,0,67051,Houston,1
PhD,Electrical Engineering,1,37736,Chicago,0
PhD,Computer Science,1,37710,Chicago,1
PhD,Business Administration,1,97155,Chicago,0
PhD,Electrical Engineering,0,43975,Chicago,1
PhD,Electrical Engineering,0,92424,New York,0
PhD,Computer Science,0,75603,New York,1
Master,Business Administration,1,53252,San Francisco,1
Master,Computer Science,1,110797,New York,1
Master,Computer Science,0,31431,New York,0
Master,Business Administration,1,104603,Chicago,1
Bachelor,Business Administration,1,67481,Chicago,0
Master,Business Administration,0,39557,Houston,0
PhD,Electrical Engineering,0,104971,Chicago,0
Master,Electrical Engineering,1,30162,Houston,0
Master,Business Administration,0,64742,Houston,0
PhD,Electrical Engineering,1,49675,New York,1
Master,Computer Science,0,103997,Chicago,0
Master,Business Administration,0,47015,New York,0
Master,Computer Science,1,80057,Chicago,0
Bachelor,Business Administration,1,62591,New York,0
Master,Computer Science,0,39833,New York,1
PhD,Business Administration,1,37896,New York,1
PhD,Computer Science,0,62972,San Francisco,1
Master,Business Administration,1,79733,New York,0
Master,Business Administration,0,71800,Los Angeles,0
Master,Electrical Engineering,0,35347,Los Angeles,0
PhD,Computer Science,0,89063,Los Angeles,1
PhD,Electrical Engineering,1,32643,Houston,0
Bachelor,Computer Science,0,70785,New York,1
Bachelor,Electrical Engineering,0,48681,Los Angeles,0
Bachelor,Business Administration,0,80026,Houston,0
PhD,Electrical Engineering,0,45892,Los Angeles,1
Bachelor,Electrical Engineering,1,77299,Chicago,0
Master,Business Administration,1,47073,San Francisco,1
Master,Electrical Engineering,0,60682,New York,0
PhD,Business Administration,0,44289,San Francisco,1
Bachelor,Computer Science,1,37927,San Francisco,0
Master,Electrical Engineering,0,78330,Chicago,0
PhD,Business Administration,1,96707,Chicago,0
Bachelor,Business Administration,0,107454,Chicago,0
Master,Electrical Engineering,1,95428,Houston,0
Bachelor,Computer Science,0,80601,Los Angeles,1
PhD,Electrical Engineering,1,107465,New York,1
Bachelor,Business Administration,1,32539,Chicago,0
PhD,Computer Science,1,52669,New York,1
Bachelor,Electrical Engineering,0,100968,New York,1
Master,Business Administration,1,50644,New York,1
PhD,Electrical Engineering,1,48745,Chicago,1
PhD,Computer Science,0,58228,Chicago,0
PhD,Computer Science,0,64521,Los Angeles,1
Bachelor,Computer Science,0,56928,Chicago,1
Bachelor,Computer Science,0,48322,Chicago,0
Master,Computer Science,1,87714,New York,0
PhD,Electrical Engineering,0,117896,Los Angeles,0
PhD,Computer Science,0,92292,San Francisco,0
Bachelor,Computer Science,0,59055,Chicago,0
Bachelor,Business Administration,0,72891,Chicago,0
Master,Computer Science,0,111912,San Francisco,0
Master,Business Administration,0,36588,New York,0
Bachelor,Business Administration,0,36304,Los Angeles,1
PhD,Business Administration,1,37345,New York,0
Master,Electrical Engineering,1,59300,Houston,1
Bachelor,Electrical Engineering,1,54259,Chicago,0
Bachelor,Business Administration,1,118553,Houston,0
PhD,Electrical Engineering,1,45352,Chicago,1
Bachelor,Computer Science,0,63365,Houston,0
Bachelor,Electrical Engineering,0,49446,San Francisco,0
Master,Computer Science,0,32336,Chicago,1
Bachelor,Computer Science,0,92032,Chicago,1
Bachelor,Electrical Engineering,1,105415,Houston,1
Master,Electrical Engineering,1,37521,Los Angeles,1
PhD,Business Administration,0,101707,Houston,1
PhD,Electrical Engineering,0,53481,Chicago,1
Master,Electrical Engineering,1,48474,Chicago,0
Master,Electrical Engineering,1,76760,Los Angeles,0
PhD,Computer Science,1,85718,New York,0
PhD,Computer Science,0,74629,Los Angeles,0
PhD,Computer Science,0,75232,New York,0
PhD,Business Administration,1,116544,Chicago,1
PhD,Business Administration,1,97169,San Francisco,1
Master,Business Administration,0,80669,San Francisco,0
Bachelor,Computer Science,0,108021,Houston,1
PhD,Electrical Engineering,0,99184,Los Angeles,0
PhD,Business Administration,0,77945,Los Angeles,1
Bachelor,Business Administration,1,43140,San Francisco,0
Bachelor,Computer Science,1,113457,New York,0
Bachelor,Business Administration,1,44357,Los Angeles,0
Bachelor,Electrical Engineering,0,98673,New York,1
Bachelor,Computer Science,0,95633,New York,1
Bachelor,Computer Science,0,106943,New York,0
Master,Electrical Engineering,1,108258,New York,1
Bachelor,Electrical Engineering,1,42924,Houston,0
Bachelor,Electrical Engineering,1,99286,Houston,0
Master,Business Administration,0,104071,San Francisco,1
Bachelor,Electrical Engineering,0,87326,Houston,0
PhD,Computer Science,1,60651,Los Angeles,0
PhD,Electrical Engineering,0,100202,Houston,0
Bachelor,Computer Science,1,78777,Los Angeles,1
Master,Computer Science,1,46994,Los Angeles,0
PhD,Business Administration,1,97263,New York,0
Master,Electrical Engineering,1,89634,San Francisco,0
PhD,Business Administration,0,40800,New York,0
Bachelor,Electrical Engineering,0,67823,New York,1
Master,Electrical Engineering,0,93878,Houston,0
Master,Electrical Engineering,0,48708,Houston,0
Master,Electrical Engineering,0,42819,Los Angeles,1
PhD,Electrical Engineering,0,104905,Houston,1
PhD,Computer Science,1,93870,Houston,1
PhD,Computer Science,0,39283,Chicago,1
Bachelor,Electrical Engineering,0,60573,Los Angeles,1
PhD,Computer Science,0,108707,Los Angeles,1
Bachelor,Business Administration,1,60933,Chicago,0
Master,Business Administration,0,35774,Los Angeles,0
Master,Business Administration,1,102055,San Francisco,1
Bachelor,Electrical Engineering,0,40983,San Francisco,0
PhD,Electrical Engineering,0,48133,Chicago,1
Bachelor,Computer Science,0,44939,Houston,0
Master,Computer Science,1,30781,San Francisco,1
Master,Computer Science,1,86700,Chicago,1
Bachelor,Business Administration,0,57624,San Francisco,0
PhD,Business Administration,0,36823,New York,1
PhD,Business Administration,0,48489,Chicago,0
Bachelor,Business Administration,1,69961,Los Angeles,1
Bachelor,Computer Science,1,59118,San Francisco,1
PhD,Electrical Engineering,0,111816,Los Angeles,0
Master,Electrical Engineering,1,52263,Chicago,1
Bachelor,Business Administration,1,43565,San Francisco,0
PhD,Electrical Engineering,1,50354,Los Angeles,0
PhD,Electrical Engineering,1,72951,Houston,0
Master,Electrical Engineering,0,53648,Houston,0
Master,Business Administration,0,80729,New York,0
Master,Computer Science,1,71971,Chicago,1
Master,Computer Science,1,48658,Los Angeles,1
Master,Electrical Engineering,1,51253,New York,0
Bachelor,Computer Science,0,94166,Chicago,1
PhD,Computer Science,0,78563,Houston,0
Bachelor,Business Administration,1,56390,Los Angeles,1
Bachelor,Business Administration,1,118664,San Francisco,0
Bachelor,Electrical Engineering,1,81578,Houston,1
Bachelor,Electrical Engineering,1,109025,San Francisco,0
Bachelor,Electrical Engineering,0,62658,San Francisco,1
Master,Business Administration,0,36852,Los Angeles,0
Master,Computer Science,0,32551,Los Angeles,0
PhD,Business Administration,0,101947,San Francisco,1
Bachelor,Business Administration,0,91001,New York,0
PhD,Computer Science,0,79159,San Francisco,0
Master,Computer Science,1,81707,San Francisco,1
Master,Electrical Engineering,1,63243,Los Angeles,1
Master,Computer Science,0,51800,Chicago,0
Bachelor,Computer Science,0,105939,Houston,0
Bachelor,Computer Science,0,87828,Los Angeles,0
Master,Computer Science,1,37239,New York,0
PhD,Electrical Engineering,1,36710,Houston,1
PhD,Electrical Engineering,1,51384,Los Angeles,0
Master,Computer Science,1,51038,Los Angeles,0
PhD,Computer Science,0,70846,Chicago,1
Master,Electrical Engineering,1,117983,New York,1
PhD,Electrical Engineering,0,97821,New York,0
Master,Computer Science,1,67991,Los Angeles,1
PhD,Business Administration,1,109057,Chicago,1
Bachelor,Electrical Engineering,1,36971,Los Angeles,1
Master,Electrical Engineering,1,59139,San Francisco,0
Master,Electrical Engineering,0,115445,San Francisco,0
PhD,Computer Science,0,107067,Chicago,0
Master,Computer Science,0,110257,Los Angeles,1
Master,Electrical Engineering,0,114742,Chicago,0
Master,Computer Science,0,67711,Los Angeles,0
Bachelor,Computer Science,0,36530,Los Angeles,0
Bachelor,Electrical Engineering,0,41116,San Francisco,1
PhD,Computer Science,1,95794,Houston,0
Bachelor,Business Administration,0,30282,New York,0
PhD,Computer Science,1,109473,New York,0
Bachelor,Computer Science,0,31898,Chicago,0
PhD,Electrical Engineering,1,34135,New York,1
Bachelor,Electrical Engineering,0,36629,San Francisco,0
Bachelor,Business Administration,1,115120,Houston,0
PhD,Computer Science,0,119087,Los Angeles,1
Master,Business Administration,0,95031,Los Angeles,1
Master,Business Administration,0,63380,San Francisco,1
Bachelor,Electrical Engineering,0,47071,New York,1
PhD,Computer Science,1,50074,Los Angeles,1
Master,Electrical Engineering,0,97843,New York,0
PhD,Business Administration,0,69901,San Francisco,1
Master,Business Administration,1,41205,Los Angeles,1
PhD,Electrical Engineering,0,85661,Chicago,1
Bachelor,Electrical Engineering,1,35906,Houston,0
PhD,Electrical Engineering,1,32591,New York,0
Master,Electrical Engineering,0,92987,New York,0
Bachelor,Electrical Engineering,0,93370,New York,1
PhD,Business Administration,1,110685,New York,0
Master,Electrical Engineering,0,84400,San Francisco,1
Bachelor,Computer Science,1,55150,San Francisco,1
PhD,Business Administration,0,61852,San Francisco,0
Master,Business Administration,0,72870,San Francisco,0
PhD,Computer Science,1,82756,Los Angeles,0
PhD,Computer Science,0,86481,San Francisco,1
Bachelor,Business Administration,0,31283,Los Angeles,0
Bachelor,Electrical Engineering,0,63691,Chicago,0
Master,Business Administration,1,31125,San Francisco,0
Bachelor,Business Administration,0,97065,Chicago,0
Master,Computer Science,1,56170,San Francisco,0
PhD,Business Administration,0,38438,Chicago,1
PhD,Electrical Engineering,1,50095,Houston,1
Master,Computer Science,0,46154,Chicago,0
PhD,Business Administration,0,38004,Los Angeles,1
Bachelor,Business Administration,1,39752,New York,1
PhD,Electrical Engineering,0,85426,Chicago,1
Bachelor,Business Administration,1,56819,New York,0
Master,Business Administration,0,54217,Houston,1
Master,Business Administration,1,118708,Houston,0
PhD,Business Administration,0,62994,Los Angeles,1
PhD,Electrical Engineering,1,45036,Los Angeles,0
Bachelor,Business Administration,0,107275,Chicago,1
Bachelor,Business Administration,1,79416,San Francisco,1
PhD,Business Administration,1,39587,Houston,0
PhD,Computer Science,0,30645,New York,0
Master,Electrical Engineering,1,60930,San Francisco,1
Master,Computer Science,1,111835,Houston,0
Master,Computer Science,0,60090,Chicago,0
PhD,Electrical Engineering,0,117489,Houston,0
PhD,Computer Science,0,82142,Los Angeles,0
PhD,Computer Science,0,56475,New York,1
Master,Computer Science,0,48888,New York,0
PhD,Electrical Engineering,0,73732,Los Angeles,1
Bachelor,Business Administration,1,111623,San Francisco,1
PhD,Electrical Engineering,1,76305,Los Angeles,0
PhD,Electrical Engineering,1,76037,New York,0
PhD,Electrical Engineering,0,39346,Chicago,0
PhD,Computer Science,0,30587,San Francisco,0
PhD,Business Administration,1,42763,Houston,1
Bachelor,Electrical Engineering,1,89165,Chicago,1
Bachelor,Electrical Engineering,0,99615,San Francisco,0
PhD,Business Administration,1,66116,New York,1
Master,Business Administration,0,115751,New York,0
PhD,Business Administration,0,55556,Chicago,1
PhD,Computer Science,1,89042,San Francisco,1
PhD,Business Administration,0,48099,Houston,1
Master,Computer Science,0,75096,Houston,0
Master,Electrical Engineering,0,101986,Los Angeles,0
Master,Computer Science,0,43230,Chicago,1
Bachelor,Business Administration,1,59009,San Francisco,0
Master,Computer Science,0,100969,Chicago,0
Bachelor,Business Administration,0,63866,Houston,1
Bachelor,Computer Science,1,114246,San Francisco,0
Master,Electrical Engineering,0,106975,New York,0
Master,Computer Science,0,71855,New York,1
Master,Electrical Engineering,1,111557,San Francisco,1
Bachelor,Business Administration,1,36416,Chicago,1
PhD,Electrical Engineering,0,102516,Chicago,1
Master,Business Administration,0,85915,New York,0
Master,Business Administration,1,48058,New York,0
Master,Electrical Engineering,0,106637,Houston,1
Bachelor,Electrical Engineering,0,70718,San Francisco,1
Bachelor,Computer Science,0,62602,Chicago,0
PhD,Computer Science,1,104658,Houston,0
Master,Electrical Engineering,0,108112,Chicago,0
Bachelor,Electrical Engineering,1,88067,New York,1
PhD,Electrical Engineering,1,57516,San Francisco,1
Master,Electrical Engineering,1,117969,Los Angeles,1
Bachelor,Business Administration,1,31089,San Francisco,1
Master,Electrical Engineering,0,67346,Los Angeles,0
Master,Electrical Engineering,1,104663,Houston,1
Bachelor,Electrical Engineering,0,40487,Los Angeles,1
Bachelor,Electrical Engineering,1,30155,Los Angeles,0
Bachelor,Business Administration,1,97494,Houston,1
Master,Computer Science,0,106229,San Francisco,0
Master,Computer Science,1,68547,Houston,1
PhD,Computer Science,1,58795,New York,0
Master,Computer Science,0,85296,New York,0
Bachelor,Computer Science,1,51447,Los Angeles,0
Master,Business Administration,1,66598,Houston,1
PhD,Computer Science,1,71814,Houston,1
PhD,Business Administration,0,105330,Houston,1
Bachelor,Business Administration,1,117960,San Francisco,1
Bachelor,Computer Science,0,93278,Chicago,1
PhD,Computer Science,0,85077,Chicago,1
PhD,Computer Science,0,101906,Chicago,0
PhD,Electrical Engineering,1,39528,San Francisco,1
Bachelor,Business Administration,1,80100,Houston,1
PhD,Computer Science,1,38179,Chicago,0
PhD,Electrical Engineering,1,78781,Houston,0
Bachelor,Business Administration,0,85267,Los Angeles,1
Master,Electrical Engineering,0,112379,Chicago,0
Master,Electrical Engineering,1,53952,Los Angeles,1
PhD,Computer Science,1,83798,San Francisco,0
Master,Business Administration,0,80939,New York,1
Master,Electrical Engineering,1,59516,San Francisco,0
Master,Business Administration,1,86526,San Francisco,0
Master,Computer Science,1,40449,San Francisco,1
PhD,Business Administration,1,80290,Chicago,1
Master,Electrical Engineering,1,116661,Los Angeles,0
Master,Electrical Engineering,1,102954,Chicago,0
Bachelor,Business Administration,0,52746,New York,0
PhD,Electrical Engineering,0,97990,San Francisco,0
Bachelor,Electrical Engineering,0,88810,Houston,1
Bachelor,Electrical Engineering,0,113297,New York,0
PhD,Computer Science,1,45223,Los Angeles,0
Master,Computer Science,1,102237,New York,1
Bachelor,Electrical Engineering,0,32597,Chicago,1
PhD,Business Administration,0,95677,Houston,1
Master,Computer Science,0,32659,Chicago,1
PhD,Business Administration,0,116516,San Francisco,1
Bachelor,Electrical Engineering,0,104567,San Francisco,1
Master,Electrical Engineering,1,45037,New York,0
Master,Business Administration,1,76738,San Francisco,0
